이 메시지는 콘솔과 파일에 동시에 기록됩니다.
이 메시지도 로그에 기록됩니다.
torch.Size([1, 8, 256, 256])
Warning: PPO model not found at ./ppo_MlpPolicy_models/ppo_MlpPolicy_latest.zip. Starting training from scratch.
Starting training from scratch.
Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
[40;93m[Episode Start] Currently using dataset file: ('/nfs/dataset/DIV2K/DIV2K_train_HR/DIV2K_train_HR/0373.png',), Episode count: 1[0m
[92mInitial PSNR: 23.639778[0m
Logging to ./ppo_MultiInputPolicy/PPO_10
Step: 0      | Time taken for 스텝 사이와 사이 (action choose time?) : 1736773724.457479 seconds
Step: 2826   | Time taken for obs : 0.000000 seconds
Step: 2826   | Time taken for reward : 0.000001 seconds
Step: 2827   | Time taken for rollback : 0.000013 seconds
Step: 2827   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007335 seconds
Step: 2827   |Time taken for simulate : 0.001875 seconds
Step: 2827   | Time taken for NumPy : 0.000178 seconds
Step: 2827   | Time taken for obs : 0.000001 seconds
Step: 2827   | Time taken for reward : 0.000001 seconds
Step: 2828   | Time taken for print : 0.000001 seconds
Step: 2828   | Time taken for terminated : 0.000001 seconds
Step: 2828   | Time taken for max_steps : 0.000000 seconds
Step: 2828   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007957 seconds
Step: 2828   |Time taken for simulate : 0.001810 seconds
Step: 2828   | Time taken for NumPy : 0.000197 seconds
Step: 2828   | Time taken for obs : 0.000001 seconds
Step: 2828   | Time taken for reward : 0.000001 seconds
Step: 2829   | Time taken for rollback : 0.000013 seconds
Step: 2829   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007475 seconds
Step: 2829   |Time taken for simulate : 0.001809 seconds
Step: 2829   | Time taken for NumPy : 0.000177 seconds
Step: 2829   | Time taken for obs : 0.000000 seconds
Step: 2829   | Time taken for reward : 0.000001 seconds
Step: 2830   | Time taken for rollback : 0.000012 seconds
Step: 2830   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007454 seconds
Step: 2830   |Time taken for simulate : 0.002277 seconds
Step: 2830   | Time taken for NumPy : 0.000172 seconds
Step: 2830   | Time taken for obs : 0.000001 seconds
Step: 2830   | Time taken for reward : 0.000001 seconds
Step: 2831   | Time taken for rollback : 0.000013 seconds
Step: 2831   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007958 seconds
Step: 2831   |Time taken for simulate : 0.008006 seconds
Step: 2831   | Time taken for NumPy : 0.000367 seconds
Step: 2831   | Time taken for obs : 0.000002 seconds
Step: 2831   | Time taken for reward : 0.000001 seconds
Step: 2832   | Time taken for rollback : 0.000064 seconds
Step: 2832   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009618 seconds
Step: 2832   |Time taken for simulate : 0.012100 seconds
Step: 2832   | Time taken for NumPy : 0.000234 seconds
Step: 2832   | Time taken for obs : 0.000001 seconds
Step: 2832   | Time taken for reward : 0.000001 seconds
Step: 2833   | Time taken for rollback : 0.000029 seconds
Step: 2833   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007733 seconds
Step: 2833   |Time taken for simulate : 0.006989 seconds
Step: 2833   | Time taken for NumPy : 0.001042 seconds
Step: 2833   | Time taken for obs : 0.000000 seconds
Step: 2833   | Time taken for reward : 0.000001 seconds
Step: 2834   | Time taken for rollback : 0.000290 seconds
Step: 2834   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006972 seconds
Step: 2834   |Time taken for simulate : 0.002569 seconds
Step: 2834   | Time taken for NumPy : 0.000199 seconds
Step: 2834   | Time taken for obs : 0.000000 seconds
Step: 2834   | Time taken for reward : 0.000001 seconds
Step: 2835   | Time taken for rollback : 0.000013 seconds
Step: 2835   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008182 seconds
Step: 2835   |Time taken for simulate : 0.003625 seconds
Step: 2835   | Time taken for NumPy : 0.000182 seconds
Step: 2835   | Time taken for obs : 0.000000 seconds
Step: 2835   | Time taken for reward : 0.000001 seconds
Step: 2836   | Time taken for rollback : 0.000013 seconds
Step: 2836   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008114 seconds
Step: 2836   |Time taken for simulate : 0.002593 seconds
Step: 2836   | Time taken for NumPy : 0.000220 seconds
Step: 2836   | Time taken for obs : 0.000001 seconds
Step: 2836   | Time taken for reward : 0.000001 seconds
Step: 2837   | Time taken for rollback : 0.000013 seconds
Step: 2837   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.014074 seconds
Step: 2837   |Time taken for simulate : 0.003223 seconds
Step: 2837   | Time taken for NumPy : 0.000190 seconds
Step: 2837   | Time taken for obs : 0.000000 seconds
Step: 2837   | Time taken for reward : 0.000001 seconds
Step: 2838   | Time taken for rollback : 0.000015 seconds
Step: 2838   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006363 seconds
Step: 2838   |Time taken for simulate : 0.001771 seconds
Step: 2838   | Time taken for NumPy : 0.000469 seconds
Step: 2838   | Time taken for obs : 0.000001 seconds
Step: 2838   | Time taken for reward : 0.000001 seconds
Step: 2839   | Time taken for print : 0.000001 seconds
Step: 2839   | Time taken for terminated : 0.000002 seconds
Step: 2839   | Time taken for max_steps : 0.000000 seconds
Step: 2839   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006362 seconds
Step: 2839   |Time taken for simulate : 0.002112 seconds
Step: 2839   | Time taken for NumPy : 0.000227 seconds
Step: 2839   | Time taken for obs : 0.000000 seconds
Step: 2839   | Time taken for reward : 0.000001 seconds
Step: 2840   | Time taken for rollback : 0.000015 seconds
Step: 2840   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008440 seconds
Step: 2840   |Time taken for simulate : 0.007437 seconds
Step: 2840   | Time taken for NumPy : 0.000192 seconds
Step: 2840   | Time taken for obs : 0.000000 seconds
Step: 2840   | Time taken for reward : 0.000001 seconds
Step: 2841   | Time taken for rollback : 0.000014 seconds
Step: 2841   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006720 seconds
Step: 2841   |Time taken for simulate : 0.007185 seconds
Step: 2841   | Time taken for NumPy : 0.000188 seconds
Step: 2841   | Time taken for obs : 0.000001 seconds
Step: 2841   | Time taken for reward : 0.000001 seconds
Step: 2842   | Time taken for rollback : 0.000013 seconds
Step: 2842   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006242 seconds
Step: 2842   |Time taken for simulate : 0.012255 seconds
Step: 2842   | Time taken for NumPy : 0.000176 seconds
Step: 2842   | Time taken for obs : 0.000001 seconds
Step: 2842   | Time taken for reward : 0.000001 seconds
Step: 2843   | Time taken for rollback : 0.000013 seconds
Step: 2843   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006096 seconds
Step: 2843   |Time taken for simulate : 0.008195 seconds
Step: 2843   | Time taken for NumPy : 0.000176 seconds
Step: 2843   | Time taken for obs : 0.000000 seconds
Step: 2843   | Time taken for reward : 0.000001 seconds
Step: 2844   | Time taken for rollback : 0.000013 seconds
Step: 2844   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007172 seconds
Step: 2844   |Time taken for simulate : 0.007156 seconds
Step: 2844   | Time taken for NumPy : 0.000231 seconds
Step: 2844   | Time taken for obs : 0.000001 seconds
Step: 2844   | Time taken for reward : 0.000002 seconds
Step: 2845   | Time taken for print : 0.000002 seconds
Step: 2845   | Time taken for terminated : 0.000004 seconds
Step: 2845   | Time taken for max_steps : 0.000003 seconds
Step: 2845   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008717 seconds
Step: 2845   |Time taken for simulate : 0.002918 seconds
Step: 2845   | Time taken for NumPy : 0.000179 seconds
Step: 2845   | Time taken for obs : 0.000001 seconds
Step: 2845   | Time taken for reward : 0.000000 seconds
Step: 2846   | Time taken for rollback : 0.000013 seconds
Step: 2846   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008362 seconds
Step: 2846   |Time taken for simulate : 0.002259 seconds
Step: 2846   | Time taken for NumPy : 0.000198 seconds
Step: 2846   | Time taken for obs : 0.000000 seconds
Step: 2846   | Time taken for reward : 0.000001 seconds
Step: 2847   | Time taken for rollback : 0.000012 seconds
Step: 2847   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008362 seconds
Step: 2847   |Time taken for simulate : 0.002590 seconds
Step: 2847   | Time taken for NumPy : 0.000571 seconds
Step: 2847   | Time taken for obs : 0.000000 seconds
Step: 2847   | Time taken for reward : 0.000001 seconds
Step: 2848   | Time taken for rollback : 0.000285 seconds
Step: 2848   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009083 seconds
Step: 2848   |Time taken for simulate : 0.002651 seconds
Step: 2848   | Time taken for NumPy : 0.000170 seconds
Step: 2848   | Time taken for obs : 0.000001 seconds
Step: 2848   | Time taken for reward : 0.000001 seconds
Step: 2849   | Time taken for rollback : 0.000012 seconds
Step: 2849   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009070 seconds
Step: 2849   |Time taken for simulate : 0.002232 seconds
Step: 2849   | Time taken for NumPy : 0.000218 seconds
Step: 2849   | Time taken for obs : 0.000001 seconds
Step: 2849   | Time taken for reward : 0.000002 seconds
Step: 2850   | Time taken for rollback : 0.000023 seconds
Step: 2850   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008735 seconds
Step: 2850   |Time taken for simulate : 0.004193 seconds
Step: 2850   | Time taken for NumPy : 0.000187 seconds
Step: 2850   | Time taken for obs : 0.000000 seconds
Step: 2850   | Time taken for reward : 0.000001 seconds
Step: 2851   | Time taken for rollback : 0.000013 seconds
Step: 2851   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006576 seconds
Step: 2851   |Time taken for simulate : 0.007302 seconds
Step: 2851   | Time taken for NumPy : 0.000179 seconds
Step: 2851   | Time taken for obs : 0.000000 seconds
Step: 2851   | Time taken for reward : 0.000001 seconds
Step: 2852   | Time taken for rollback : 0.000013 seconds
Step: 2852   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006408 seconds
Step: 2852   |Time taken for simulate : 0.007120 seconds
Step: 2852   | Time taken for NumPy : 0.000175 seconds
Step: 2852   | Time taken for obs : 0.000000 seconds
Step: 2852   | Time taken for reward : 0.000000 seconds
Step: 2853   | Time taken for print : 0.000001 seconds
Step: 2853   | Time taken for terminated : 0.000002 seconds
Step: 2853   | Time taken for max_steps : 0.000001 seconds
Step: 2853   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006118 seconds
Step: 2853   |Time taken for simulate : 0.012560 seconds
Step: 2853   | Time taken for NumPy : 0.000175 seconds
Step: 2853   | Time taken for obs : 0.000000 seconds
Step: 2853   | Time taken for reward : 0.000001 seconds
Step: 2854   | Time taken for rollback : 0.000013 seconds
Step: 2854   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007646 seconds
Step: 2854   |Time taken for simulate : 0.006281 seconds
Step: 2854   | Time taken for NumPy : 0.000437 seconds
Step: 2854   | Time taken for obs : 0.000001 seconds
Step: 2854   | Time taken for reward : 0.000001 seconds
Step: 2855   | Time taken for rollback : 0.000294 seconds
Step: 2855   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007301 seconds
Step: 2855   |Time taken for simulate : 0.002960 seconds
Step: 2855   | Time taken for NumPy : 0.000180 seconds
Step: 2855   | Time taken for obs : 0.000001 seconds
Step: 2855   | Time taken for reward : 0.000001 seconds
Step: 2856   | Time taken for rollback : 0.000013 seconds
Step: 2856   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006742 seconds
Step: 2856   |Time taken for simulate : 0.002601 seconds
Step: 2856   | Time taken for NumPy : 0.000186 seconds
Step: 2856   | Time taken for obs : 0.000000 seconds
Step: 2856   | Time taken for reward : 0.000001 seconds
Step: 2857   | Time taken for rollback : 0.000013 seconds
Step: 2857   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006617 seconds
Step: 2857   |Time taken for simulate : 0.002062 seconds
Step: 2857   | Time taken for NumPy : 0.000177 seconds
Step: 2857   | Time taken for obs : 0.000001 seconds
Step: 2857   | Time taken for reward : 0.000000 seconds
Step: 2858   | Time taken for rollback : 0.000014 seconds
Step: 2858   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006206 seconds
Step: 2858   |Time taken for simulate : 0.002034 seconds
Step: 2858   | Time taken for NumPy : 0.000231 seconds
Step: 2858   | Time taken for obs : 0.000000 seconds
Step: 2858   | Time taken for reward : 0.000001 seconds
Step: 2859   | Time taken for print : 0.000001 seconds
Step: 2859   | Time taken for terminated : 0.000002 seconds
Step: 2859   | Time taken for max_steps : 0.000001 seconds
Step: 2859   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006144 seconds
Step: 2859   |Time taken for simulate : 0.002466 seconds
Step: 2859   | Time taken for NumPy : 0.000174 seconds
Step: 2859   | Time taken for obs : 0.000000 seconds
Step: 2859   | Time taken for reward : 0.000001 seconds
Step: 2860   | Time taken for print : 0.000001 seconds
Step: 2860   | Time taken for terminated : 0.000001 seconds
Step: 2860   | Time taken for max_steps : 0.000000 seconds
Step: 2860   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006111 seconds
Step: 2860   |Time taken for simulate : 0.002591 seconds
Step: 2860   | Time taken for NumPy : 0.000385 seconds
Step: 2860   | Time taken for obs : 0.000000 seconds
Step: 2860   | Time taken for reward : 0.000001 seconds
Step: 2861   | Time taken for rollback : 0.000020 seconds
Step: 2861   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.011530 seconds
Step: 2861   |Time taken for simulate : 0.003384 seconds
Step: 2861   | Time taken for NumPy : 0.000188 seconds
Step: 2861   | Time taken for obs : 0.000000 seconds
Step: 2861   | Time taken for reward : 0.000001 seconds
Step: 2862   | Time taken for rollback : 0.000028 seconds
Step: 2862   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006791 seconds
Step: 2862   |Time taken for simulate : 0.012506 seconds
Step: 2862   | Time taken for NumPy : 0.000179 seconds
Step: 2862   | Time taken for obs : 0.000000 seconds
Step: 2862   | Time taken for reward : 0.000001 seconds
Step: 2863   | Time taken for rollback : 0.000013 seconds
Step: 2863   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007134 seconds
Step: 2863   |Time taken for simulate : 0.012958 seconds
Step: 2863   | Time taken for NumPy : 0.000183 seconds
Step: 2863   | Time taken for obs : 0.000000 seconds
Step: 2863   | Time taken for reward : 0.000001 seconds
Step: 2864   | Time taken for rollback : 0.000014 seconds
Step: 2864   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006624 seconds
Step: 2864   |Time taken for simulate : 0.005959 seconds
Step: 2864   | Time taken for NumPy : 0.000225 seconds
Step: 2864   | Time taken for obs : 0.000001 seconds
Step: 2864   | Time taken for reward : 0.000001 seconds
Step: 2865   | Time taken for rollback : 0.000014 seconds
Step: 2865   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007735 seconds
Step: 2865   |Time taken for simulate : 0.002932 seconds
Step: 2865   | Time taken for NumPy : 0.000666 seconds
Step: 2865   | Time taken for obs : 0.000001 seconds
Step: 2865   | Time taken for reward : 0.000000 seconds
Step: 2866   | Time taken for rollback : 0.000013 seconds
Step: 2866   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006485 seconds
Step: 2866   |Time taken for simulate : 0.002600 seconds
Step: 2866   | Time taken for NumPy : 0.000192 seconds
Step: 2866   | Time taken for obs : 0.000000 seconds
Step: 2866   | Time taken for reward : 0.000001 seconds
Step: 2867   | Time taken for rollback : 0.000013 seconds
Step: 2867   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006586 seconds
Step: 2867   |Time taken for simulate : 0.002247 seconds
Step: 2867   | Time taken for NumPy : 0.000319 seconds
Step: 2867   | Time taken for obs : 0.000000 seconds
Step: 2867   | Time taken for reward : 0.000001 seconds
Step: 2868   | Time taken for rollback : 0.000013 seconds
Step: 2868   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006476 seconds
Step: 2868   |Time taken for simulate : 0.001903 seconds
Step: 2868   | Time taken for NumPy : 0.000191 seconds
Step: 2868   | Time taken for obs : 0.000000 seconds
Step: 2868   | Time taken for reward : 0.000001 seconds
Step: 2869   | Time taken for rollback : 0.000012 seconds
Step: 2869   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006273 seconds
Step: 2869   |Time taken for simulate : 0.002531 seconds
Step: 2869   | Time taken for NumPy : 0.000176 seconds
Step: 2869   | Time taken for obs : 0.000001 seconds
Step: 2869   | Time taken for reward : 0.000001 seconds
Step: 2870   | Time taken for rollback : 0.000012 seconds
Step: 2870   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006288 seconds
Step: 2870   |Time taken for simulate : 0.006228 seconds
Step: 2870   | Time taken for NumPy : 0.000473 seconds
Step: 2870   | Time taken for obs : 0.000000 seconds
Step: 2870   | Time taken for reward : 0.000000 seconds
Step: 2871   | Time taken for rollback : 0.000015 seconds
Step: 2871   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008001 seconds
Step: 2871   |Time taken for simulate : 0.008388 seconds
Step: 2871   | Time taken for NumPy : 0.000673 seconds
Step: 2871   | Time taken for obs : 0.000001 seconds
Step: 2871   | Time taken for reward : 0.000002 seconds
Step: 2872   | Time taken for rollback : 0.000030 seconds
Step: 2872   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010847 seconds
Step: 2872   |Time taken for simulate : 0.002632 seconds
Step: 2872   | Time taken for NumPy : 0.000187 seconds
Step: 2872   | Time taken for obs : 0.000000 seconds
Step: 2872   | Time taken for reward : 0.000001 seconds
Step: 2873   | Time taken for rollback : 0.000016 seconds
Step: 2873   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009780 seconds
Step: 2873   |Time taken for simulate : 0.002212 seconds
Step: 2873   | Time taken for NumPy : 0.000194 seconds
Step: 2873   | Time taken for obs : 0.000000 seconds
Step: 2873   | Time taken for reward : 0.000001 seconds
Step: 2874   | Time taken for rollback : 0.000014 seconds
Step: 2874   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008549 seconds
Step: 2874   |Time taken for simulate : 0.002081 seconds
Step: 2874   | Time taken for NumPy : 0.000191 seconds
Step: 2874   | Time taken for obs : 0.000000 seconds
Step: 2874   | Time taken for reward : 0.000001 seconds
Step: 2875   | Time taken for rollback : 0.000013 seconds
Step: 2875   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010039 seconds
Step: 2875   |Time taken for simulate : 0.002719 seconds
Step: 2875   | Time taken for NumPy : 0.000222 seconds
Step: 2875   | Time taken for obs : 0.000001 seconds
Step: 2875   | Time taken for reward : 0.000001 seconds
Step: 2876   | Time taken for rollback : 0.000096 seconds
Step: 2876   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010691 seconds
Step: 2876   |Time taken for simulate : 0.002067 seconds
Step: 2876   | Time taken for NumPy : 0.000452 seconds
Step: 2876   | Time taken for obs : 0.000001 seconds
Step: 2876   | Time taken for reward : 0.000001 seconds
Step: 2877   | Time taken for rollback : 0.000294 seconds
Step: 2877   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007672 seconds
Step: 2877   |Time taken for simulate : 0.002817 seconds
Step: 2877   | Time taken for NumPy : 0.000195 seconds
Step: 2877   | Time taken for obs : 0.000000 seconds
Step: 2877   | Time taken for reward : 0.000001 seconds
Step: 2878   | Time taken for rollback : 0.000013 seconds
Step: 2878   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007088 seconds
Step: 2878   |Time taken for simulate : 0.002238 seconds
Step: 2878   | Time taken for NumPy : 0.000179 seconds
Step: 2878   | Time taken for obs : 0.000000 seconds
Step: 2878   | Time taken for reward : 0.000001 seconds
Step: 2879   | Time taken for print : 0.000001 seconds
Step: 2879   | Time taken for terminated : 0.000002 seconds
Step: 2879   | Time taken for max_steps : 0.000000 seconds
Step: 2879   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006208 seconds
Step: 2879   |Time taken for simulate : 0.001717 seconds
Step: 2879   | Time taken for NumPy : 0.000177 seconds
Step: 2879   | Time taken for obs : 0.000001 seconds
Step: 2879   | Time taken for reward : 0.000001 seconds
Step: 2880   | Time taken for rollback : 0.000013 seconds
Step: 2880   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.005967 seconds
Step: 2880   |Time taken for simulate : 0.001899 seconds
Step: 2880   | Time taken for NumPy : 0.000470 seconds
Step: 2880   | Time taken for obs : 0.000001 seconds
Step: 2880   | Time taken for reward : 0.000001 seconds
Step: 2881   | Time taken for rollback : 0.000014 seconds
Step: 2881   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006819 seconds
Step: 2881   |Time taken for simulate : 0.002927 seconds
Step: 2881   | Time taken for NumPy : 0.000293 seconds
Step: 2881   | Time taken for obs : 0.000001 seconds
Step: 2881   | Time taken for reward : 0.000001 seconds
Step: 2882   | Time taken for rollback : 0.000024 seconds
Step: 2882   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.007871 seconds
Step: 2882   |Time taken for simulate : 0.002079 seconds
Step: 2882   | Time taken for NumPy : 0.000176 seconds
Step: 2882   | Time taken for obs : 0.000000 seconds
Step: 2882   | Time taken for reward : 0.000001 seconds
Step: 2883   | Time taken for rollback : 0.000013 seconds
Step: 2883   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006553 seconds
Step: 2883   |Time taken for simulate : 0.002020 seconds
Step: 2883   | Time taken for NumPy : 0.000175 seconds
Step: 2883   | Time taken for obs : 0.000000 seconds
Step: 2883   | Time taken for reward : 0.000001 seconds
Step: 2884   | Time taken for rollback : 0.000012 seconds
Step: 2884   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006189 seconds
Step: 2884   |Time taken for simulate : 0.001987 seconds
Step: 2884   | Time taken for NumPy : 0.000174 seconds
Step: 2884   | Time taken for obs : 0.000000 seconds
Step: 2884   | Time taken for reward : 0.000001 seconds
Step: 2885   | Time taken for rollback : 0.000012 seconds
Step: 2885   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006210 seconds
Step: 2885   |Time taken for simulate : 0.001837 seconds
Step: 2885   | Time taken for NumPy : 0.000177 seconds
Step: 2885   | Time taken for obs : 0.000000 seconds
Step: 2885   | Time taken for reward : 0.000001 seconds
Step: 2886   | Time taken for print : 0.000001 seconds
Step: 2886   | Time taken for terminated : 0.000002 seconds
Step: 2886   | Time taken for max_steps : 0.000000 seconds
Step: 2886   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006120 seconds
Step: 2886   |Time taken for simulate : 0.001887 seconds
Step: 2886   | Time taken for NumPy : 0.000178 seconds
Step: 2886   | Time taken for obs : 0.000000 seconds
Step: 2886   | Time taken for reward : 0.000001 seconds
Step: 2887   | Time taken for print : 0.000001 seconds
Step: 2887   | Time taken for terminated : 0.000001 seconds
Step: 2887   | Time taken for max_steps : 0.000001 seconds
Step: 2887   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008276 seconds
Step: 2887   |Time taken for simulate : 0.002657 seconds
Step: 2887   | Time taken for NumPy : 0.000183 seconds
Step: 2887   | Time taken for obs : 0.000001 seconds
Step: 2887   | Time taken for reward : 0.000001 seconds
Step: 2888   | Time taken for rollback : 0.000014 seconds
Step: 2888   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009014 seconds
Step: 2888   |Time taken for simulate : 0.001974 seconds
Step: 2888   | Time taken for NumPy : 0.000185 seconds
Step: 2888   | Time taken for obs : 0.000000 seconds
Step: 2888   | Time taken for reward : 0.000000 seconds
Step: 2889   | Time taken for rollback : 0.000014 seconds
Step: 2889   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.009502 seconds
Step: 2889   |Time taken for simulate : 0.002067 seconds
Step: 2889   | Time taken for NumPy : 0.001082 seconds
Step: 2889   | Time taken for obs : 0.000001 seconds
Step: 2889   | Time taken for reward : 0.000001 seconds
Step: 2890   | Time taken for rollback : 0.000014 seconds
Step: 2890   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008022 seconds
Step: 2890   |Time taken for simulate : 0.002417 seconds
Step: 2890   | Time taken for NumPy : 0.000210 seconds
Step: 2890   | Time taken for obs : 0.000001 seconds
Step: 2890   | Time taken for reward : 0.000001 seconds
Step: 2891   | Time taken for rollback : 0.000019 seconds
Step: 2891   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010217 seconds
Step: 2891   |Time taken for simulate : 0.004014 seconds
Step: 2891   | Time taken for NumPy : 0.000237 seconds
Step: 2891   | Time taken for obs : 0.000000 seconds
Step: 2891   | Time taken for reward : 0.000001 seconds
Step: 2892   | Time taken for rollback : 0.000061 seconds
Step: 2892   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006762 seconds
Step: 2892   |Time taken for simulate : 0.002754 seconds
Step: 2892   | Time taken for NumPy : 0.000188 seconds
Step: 2892   | Time taken for obs : 0.000000 seconds
Step: 2892   | Time taken for reward : 0.000001 seconds
Step: 2893   | Time taken for rollback : 0.000013 seconds
Step: 2893   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006324 seconds
Step: 2893   |Time taken for simulate : 0.001906 seconds
Step: 2893   | Time taken for NumPy : 0.000464 seconds
Step: 2893   | Time taken for obs : 0.000000 seconds
Step: 2893   | Time taken for reward : 0.000001 seconds
Step: 2894   | Time taken for rollback : 0.000309 seconds
Step: 2894   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.006474 seconds
Step: 2894   |Time taken for simulate : 0.002584 seconds
Step: 2894   | Time taken for NumPy : 0.000174 seconds
Step: 2894   | Time taken for obs : 0.000000 seconds
Step: 2894   | Time taken for reward : 0.000001 seconds
Step: 2895   | Time taken for rollback : 0.000012 seconds
Step: 2895   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.005979 seconds
Step: 2895   |Time taken for simulate : 0.002592 seconds
Step: 2895   | Time taken for NumPy : 0.000174 seconds
Step: 2895   | Time taken for obs : 0.000000 seconds
Step: 2895   | Time taken for reward : 0.000001 seconds
Step: 2896   | Time taken for rollback : 0.000013 seconds
Step: 2896   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.005884 seconds
Step: 2896   |Time taken for simulate : 0.001860 seconds
Step: 2896   | Time taken for NumPy : 0.000175 seconds
Step: 2896   | Time taken for obs : 0.000000 seconds
Step: 2896   | Time taken for reward : 0.000001 seconds
Step: 2897   | Time taken for rollback : 0.000013 seconds
Step: 2897   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.011096 seconds
Step: 2897   |Time taken for simulate : 0.003458 seconds
Step: 2897   | Time taken for NumPy : 0.000190 seconds
Step: 2897   | Time taken for obs : 0.000001 seconds
Step: 2897   | Time taken for reward : 0.000001 seconds
Step: 2898   | Time taken for rollback : 0.000015 seconds
Step: 2898   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.010246 seconds
Step: 2898   |Time taken for simulate : 0.012754 seconds
Step: 2898   | Time taken for NumPy : 0.000182 seconds
Step: 2898   | Time taken for obs : 0.000000 seconds
Step: 2898   | Time taken for reward : 0.000001 seconds
Step: 2899   | Time taken for rollback : 0.000014 seconds
Step: 2899   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008635 seconds
Step: 2899   |Time taken for simulate : 0.012622 seconds
Step: 2899   | Time taken for NumPy : 0.000177 seconds
Step: 2899   | Time taken for obs : 0.000000 seconds
Step: 2899   | Time taken for reward : 0.000001 seconds
Step: 2900   | Time taken for rollback : 0.000013 seconds
Step: 2900   | Time taken for 스텝 사이와 사이 (action choose time?) : 0.008700 seconds
Step: 2900   |Time taken for simulate : 0.013844 seconds
Step: 2900   | Time taken for NumPy : 0.000268 seconds
Step: 2900   | Time taken for obs : 0.000001 seconds
Step: 2900   | Time taken for reward : 0.000004 seconds
Step: 2901   | Time taken for rollback : 0.000019 seconds
